iso_time,unix_time,temp_C
2026-01-16T12:59:08.757,1768535948,71.6
2026-01-16T12:59:09.257,1768535949,72.15
2026-01-16T12:59:09.757,1768535949,73.25
2026-01-16T12:59:10.257,1768535950,72.7
2026-01-16T12:59:10.757,1768535950,72.7
2026-01-16T12:59:11.260,1768535951,72.15
2026-01-16T12:59:11.760,1768535951,72.15
2026-01-16T12:59:12.260,1768535952,73.25
2026-01-16T12:59:12.760,1768535952,72.15
2026-01-16T12:59:13.261,1768535953,72.7
2026-01-16T12:59:13.761,1768535953,73.8
2026-01-16T12:59:14.261,1768535954,71.6
2026-01-16T12:59:14.761,1768535954,73.25
2026-01-16T12:59:15.261,1768535955,72.7
2026-01-16T12:59:15.761,1768535955,73.8
2026-01-16T12:59:16.261,1768535956,72.15
2026-01-16T12:59:16.761,1768535956,73.8
2026-01-16T12:59:17.262,1768535957,73.25
2026-01-16T12:59:17.762,1768535957,73.8
2026-01-16T12:59:18.262,1768535958,73.25
2026-01-16T12:59:18.762,1768535958,72.7
2026-01-16T12:59:19.262,1768535959,72.7
2026-01-16T12:59:19.762,1768535959,73.25
2026-01-16T12:59:20.262,1768535960,73.8
2026-01-16T12:59:20.762,1768535960,72.7
2026-01-16T12:59:21.262,1768535961,72.15
2026-01-16T12:59:21.762,1768535961,72.15
2026-01-16T12:59:22.263,1768535962,73.8
2026-01-16T12:59:22.763,1768535962,73.25
2026-01-16T12:59:23.263,1768535963,71.6
2026-01-16T12:59:23.763,1768535963,73.8
2026-01-16T12:59:24.263,1768535964,73.25
2026-01-16T12:59:24.763,1768535964,73.8
2026-01-16T12:59:25.263,1768535965,73.25
2026-01-16T12:59:25.763,1768535965,73.25
2026-01-16T12:59:26.264,1768535966,72.7
2026-01-16T12:59:26.764,1768535966,72.7
2026-01-16T12:59:27.264,1768535967,72.15
2026-01-16T12:59:27.765,1768535967,72.7
2026-01-16T12:59:28.265,1768535968,73.25
2026-01-16T12:59:28.765,1768535968,74.35
2026-01-16T12:59:29.265,1768535969,73.25
2026-01-16T12:59:29.765,1768535969,72.7
2026-01-16T12:59:30.265,1768535970,72.7
2026-01-16T12:59:30.765,1768535970,74.35
2026-01-16T12:59:31.266,1768535971,72.15
2026-01-16T12:59:31.766,1768535971,73.8
2026-01-16T12:59:32.266,1768535972,72.7
2026-01-16T12:59:32.767,1768535972,73.8
2026-01-16T12:59:33.267,1768535973,73.8
2026-01-16T12:59:33.767,1768535973,73.25
2026-01-16T12:59:34.268,1768535974,74.35
2026-01-16T12:59:34.768,1768535974,73.8
2026-01-16T12:59:35.268,1768535975,73.8
2026-01-16T12:59:35.768,1768535975,73.25
2026-01-16T12:59:36.268,1768535976,73.25
2026-01-16T12:59:36.768,1768535976,74.35
2026-01-16T12:59:37.268,1768535977,73.8
2026-01-16T12:59:37.768,1768535977,73.8
2026-01-16T12:59:38.268,1768535978,72.7
2026-01-16T12:59:38.769,1768535978,74.35
2026-01-16T12:59:39.269,1768535979,74.35
2026-01-16T12:59:39.769,1768535979,74.35
2026-01-16T12:59:40.269,1768535980,74.35
2026-01-16T12:59:40.769,1768535980,73.25
2026-01-16T12:59:41.269,1768535981,74.9
2026-01-16T12:59:41.769,1768535981,74.9
2026-01-16T12:59:42.269,1768535982,73.8
2026-01-16T12:59:42.769,1768535982,74.35
2026-01-16T12:59:43.269,1768535983,74.35
